Date,MKTX,AVGO,MTCH,CMCSA,AMD,TROW,ADBE,BIIB,ABMD,POOL
2021-09-30,,,,,,,,,,
2021-10-01,-0.006822005915751883,0.004990391797231597,0.010446521003019127,0.022885757563398057,-0.004373222263981624,0.009354356386742868,0.003039672217489242,0.0033570523333508184,-0.0067277049499847585,0.0068828636385827036
2021-10-04,0.0,-0.023391774009459687,-0.03769785540097437,-0.007516204215811673,-0.020595418967338186,-0.024932094107061764,-0.03286747611419527,-0.019792896629094114,-0.029258008375179778,-0.0033835310801135776
2021-10-05,0.03281310895670431,0.01989708572486193,0.012119267458144511,0.0045994285625621245,0.014650202056545325,0.007645138111375127,0.014700392336863377,0.007617113615256077,0.05926022363676742,0.010299935406957283
2021-10-06,-0.04426109575387949,0.0069217640858141305,0.018187686463389863,0.001936843858805215,0.017974677093980818,-0.00661306406166573,0.006370187530971183,0.011089663830010421,0.014527586111624302,0.0012262037326493669
2021-10-07,0.01796666425608895,0.010515907485690645,0.016654981614958153,0.008787448904299167,0.027113060354517993,0.004128351239264694,0.015167232647318007,0.014882741676519817,0.008894159823810588,0.026284219932885433
2021-10-08,-0.023080222821519003,-0.002166217283566252,-0.01494403488464835,-0.04703836757782398,-0.013057768243283974,0.004008774473732046,-0.0036272567040784853,-0.006741503685132599,-0.009315260134786674,-0.013280752634929671
2021-10-11,-0.01753025399299557,-0.001034843670543184,-0.012060390868707915,-0.04533813703300671,-0.003616954713957954,-0.002508284830379237,-0.0065700137357143085,-0.0008396258113189115,-0.014771782143980894,-0.0022618392772701945
2021-10-12,-0.012805225744570659,-0.014339670641007829,0.02030328755141042,0.002106420461950309,0.0034390581706347234,-0.032688480148035826,0.013296796237455943,-0.00280117582277728,0.00599133159271803,-0.010459634028530451
2021-10-13,0.00573162466559185,-0.000556427472603982,0.0010075797168418443,0.006879385153455431,0.039223178890633426,0.01506633283652703,0.017961378070795453,-0.004003000857586869,0.0057160862536647095,-0.0011114982116189331
2021-10-14,0.007723532123735222,0.025958255401028696,-0.012267313315740713,0.024672707278825534,0.025925193355801124,0.03172361916278699,0.027727051671104785,0.005676065234565764,0.02684130295760334,0.02838522718456371
2021-10-15,0.006448748732757803,0.011354477451869238,0.019170816323377027,0.0005554864531729375,0.0011608615527489707,0.011904163740671159,0.004246871736054425,-0.014267710807283285,0.018257129449820386,0.0007727754669275555
2021-10-18,-0.0018975674263048692,0.0002185840824060481,-0.011186154837704465,-0.014809169955523394,0.03844093340182453,0.0019022417229717092,0.02088214800041821,-0.04075533040142898,-0.0008822539286268416,0.015974660041006228
2021-10-19,0.015283959146311643,0.01396615054247774,0.015547031411813572,0.019165607224577164,-0.0008588720592543897,0.01279101228679247,0.021257790843540958,-0.005931880170340853,-0.00470003392001106,0.00879557801279307
2021-10-20,-0.01337580033929453,-0.001959200679138684,-0.00952143105390002,0.008665253897736314,0.0005157530959285506,0.009422893801467547,-0.005816988954716273,-0.005818064111383414,-0.008557254237249623,-0.0014424137768804801
2021-10-21,0.012423228617773008,0.009344514476597565,0.10285244245118497,-0.012429261911879985,0.02525992316198722,4.878695602261729e-05,0.009946673744661405,0.013654890013309773,0.00941048184771498,0.07651343413050982
