,ret,stdev,sharpe,BKNG,AVGO,KLAC,MKTX,TECH,WTW,AMGN,NFLX,TER,REGN
0,2.9333241056571393,0.29762075373589303,9.803496795946936,-0.5408428001937212,0.7469405353418815,-0.8134375489774105,0.05089491425554713,-0.0041521720792801,1.0,-0.45892706706210346,0.5290590744663437,0.8521619845252181,-0.36169692027647526
1,17.66309090662413,0.7514976471701973,23.484426029915625,-1.0,-0.9554353682746587,0.29902607129171294,0.6725863356776329,-0.08031578580184419,-0.14201405029084868,-1.0,0.8240221892529311,-0.5632055720093748,2.9453361801544493
2,5.0522632594725,0.4922719574520364,10.245075274197173,-0.9999999999999979,-1.0,0.6672381657987152,0.07500581017200458,0.9999999999999903,-0.9999999999999991,1.0,0.8120223451823115,-0.2638165355731982,0.7095502144201733
3,5.588717574926845,0.4737590392386288,11.793163005197368,-0.0791918425682693,-0.6049478246946917,-0.5958648580154886,1.0,0.8493062868345175,-0.5403371067031666,0.12600209433330906,0.3471419040632424,0.5718228439571814,-0.07393149720663406
4,4.5607157209193225,0.466962918926041,9.76312151595359,0.31774936534485704,-0.5191554019946152,-0.42579640224976434,0.3428481057084927,0.7797403742711533,0.5145350064277843,-1.0,0.042013373151959084,0.30312484881532475,0.6449407305248085
5,3.1210257097918834,0.5561837446799219,5.608444582620845,-0.20495738685188644,-0.0631243137306482,-0.586065999640638,-0.2674923033786819,0.10641430977994311,-0.00478569542272368,0.4039331204417707,0.3096735262905987,1.0,0.3064047425122658
6,1.8401962814825703,0.41746779080362284,4.40416320009571,0.41861331003665836,-1.0,-0.35776622551763315,-0.0365831254063437,0.09002692376869047,0.5346361359785741,0.6019456721668012,0.5684796863056001,0.38409591050092606,-0.2034482878332735
7,3.690187617345667,0.3337675814949197,11.052564185002543,0.45371310819393096,0.9999999999999996,0.38962138033868565,-0.3271859494250786,-0.44868920692373043,-0.21438739327798284,0.26574827437491805,0.3509271490153564,-0.8939260756073394,0.4241787133112406
8,3.152429195997508,0.3561398795439062,8.848290733498194,-0.8023850359476524,0.999999999999999,-0.477750832539615,0.7711685314603539,-0.49923978722153856,0.8807658519248317,0.8304535377124028,-0.27885659865609635,-0.06151462136431655,-0.3626410453683684
9,5.010988842841221,0.5421066106545518,9.241335088668793,0.42790413862569443,-0.4078809497234649,-0.4948364994982536,0.9999999999999994,0.7437882566931241,-0.4512030765267328,-1.0,-0.03406121153394762,1.0,0.21628934196358096
10,9.726587492626386,0.493097107048934,19.722864631735238,0.540974937221448,-0.35272391494036437,0.9899341369781185,-0.9104201922627158,0.9999999999999997,0.3125072541475896,-0.13204068957849882,-0.03965032119990358,0.3279083768314913,-0.7364895871971648
11,3.1399835772090263,0.4126311286714348,7.606754214872483,0.3099033533331352,0.9999999999999999,-1.0,0.4072834858410438,0.08592118380480857,-0.36348451788745845,0.25570891372289795,0.3390561902042828,0.6475883923299857,-0.6819770013486952
12,3.8289662445168853,0.3878340380096368,9.870114196685773,-0.529051986850943,0.9999999999999991,0.9999999999999994,-0.26660971542703626,0.11268946912837095,0.1759692897519034,0.99004492841299,-0.597897530214277,-1.0,0.11485554519899344
13,5.944817938117992,0.47247343798735203,12.58063937612745,0.32961780410583635,-0.912382302399053,0.4746352558021335,0.703235468783101,0.5430114646895976,1.0,-1.0,0.13617377258164673,0.48136140186633464,-0.7556528654295966
14,2.3408519945204787,0.2602148818272984,8.992767739062456,-0.06323554423525858,0.1191585640844195,0.3948914552781149,-0.22156024667745253,0.05270916633025191,0.17053258636583765,0.9999999999999994,-0.16515544568832868,-0.5077868619047278,0.22044632644714401
15,4.032591371816417,0.4007080211872215,10.062167859456356,0.356710863074959,-0.10296431752832864,-0.8693702357241869,-0.17466204665765733,0.6226212617173882,0.9999999999999994,-0.9142781415478342,-0.25843842663838545,0.4195178365805821,0.9208632067234637
16,4.0836429436483455,0.6840076942091013,5.969293881071691,-0.8624547382404469,1.0,-1.0,-1.0,-0.40158617861028995,0.8929272785679848,-0.7963197867161599,-0.2735666171578789,0.8752652572873245,2.5657347848694663
17,5.163551499591879,0.49751609816189224,10.377858161107753,-0.3220034297167079,-0.32064060434619474,-0.15185589674709876,-0.3581716469197767,0.8505196690508411,-1.0,0.006308212201093672,0.8264504041530917,-0.27074042765098266,1.7401337199757347
18,2.4371991001156657,0.2264372690713963,10.759267280102613,0.03737095558381846,-0.09739313538359821,1.0,0.22709672424268998,0.5121379618385062,-0.14272321288959447,-0.24549214682496534,0.006918333064531417,-1.0,0.7020845203686119
19,4.2348593753615775,0.2377534531753102,17.80903418567583,0.19423858328868954,0.32175366133508704,0.05362913548436949,-0.102524661564476,0.2562458841256174,0.1636077541007466,-0.999999999999999,0.4443169511546242,-0.43343387734261685,1.1021665694179577
20,3.893092088615,0.2708825403717284,14.369298527965382,0.3710858166593249,0.9999999999999999,0.22949409351501535,-0.4977751278234101,0.0942932563593053,0.43682454441001783,0.08539847264626883,0.9999999999999992,-0.9999999999999999,-0.7193210557665211
21,4.299550974787011,0.24277780573070912,17.706111816312838,-0.10353151047504858,0.18649562188901567,-0.6472572047087661,-0.35112399879516315,0.048142978373581925,0.22395801593323764,-0.06820441105536085,0.7166984205444736,1.0,-0.00517791170597004
22,6.891291479892824,0.5422247681348524,12.706522986016232,-0.5462814577518623,1.0,1.0,-1.0,-0.8751899112279893,-0.6768341701716172,0.7859149633418885,0.4685503566810293,0.29615736539946946,0.5476828537290814
23,3.8814297833852844,0.19478790785420505,19.913606681830515,-0.05382129990043475,1.0,-0.29551476989168846,0.4761691070676393,0.0141121861497479,0.016457459511037355,0.2666525861762776,-0.33499010877119295,0.05128582564880764,-0.1403509859901937
24,10.032595640526957,0.5542745398297553,18.09319194709399,0.47930187420570586,0.005895780104688838,0.34529848139504404,0.1385491549201632,-0.9999999999999997,0.9999999999999918,0.999999999999996,-0.999999999999999,-0.9999999999999999,1.0309547093744087
25,6.344174263598044,0.6819214369418977,9.291941740405981,-0.7365932403880264,0.5101770237469038,-0.9162548403580769,1.0,1.0,-0.9768860149956208,1.0,-0.006842467402993379,0.4581069459693406,-0.33170740657152686
26,2.1713672043817684,0.18887564097592902,11.448099888419891,0.05613346440049496,0.1607997783304172,-0.06008961447588495,-0.31807830555578714,-0.09959748167987395,0.5815055410388347,0.32247036573187937,-0.011776342650527486,-0.05810208134337173,0.4267346762038191
27,6.690710213564447,0.7739761776580903,8.622371600321424,0.5925714989764892,0.33454461564335025,-0.2388944192003954,-1.0,0.3990277470248988,0.48516857755312365,1.0,-1.0,-0.23331648064959112,0.6608984606521247
28,2.9707809176587587,0.2906587340811626,10.148605810809977,-0.11585552357695826,-0.1583716694546803,0.9999999999999991,0.4155778576429551,-0.4437602828924322,0.20283884577316982,0.9407639045299024,0.11800387126157075,-0.9379037456733326,-0.02129325761019385
29,3.067895577960131,0.651821572248779,4.673511444934903,-0.9999999999999833,-0.7601233085758092,0.7968183794558736,0.4494592670444879,0.9999999999999896,0.9999999999999891,0.999999999999871,0.18345387126404214,-0.999999999999797,-0.6696082091886639
30,2.6485694030696476,0.33136101025738696,7.908804361243421,0.018289446233401042,0.2215710264075823,1.0,-0.01618961663359642,0.24263057634858984,-0.10036173990688929,1.0,0.20784417675799596,-0.9912127914472865,-0.582571077759797
31,2.6906881819667405,0.3123255920198133,8.519597016558091,0.31347417394197785,0.3839551442898234,0.1437382516901124,0.03812977102291838,-0.826377851788327,1.0,0.15349005482597358,0.20392534385722683,-1.0,0.5896651121602945
32,10.597767401957755,0.7893742154314612,13.381064640152129,-0.29993868503534543,-1.0,0.2672117681305934,-0.0916843030779826,-1.0,1.0,-1.0,0.8108714551561984,-0.431812094355917,2.745351859182453
33,2.676870829947405,0.18252630931893027,14.44597680074792,0.02339006636636456,-0.19312934090653594,0.022080801799794495,0.16265037283534342,-0.39437094850400856,0.3757609350901767,1.0,-0.036012615811566846,0.12404759185220045,-0.0844168627217683
