,ret,stdev,sharpe,rf,MKTX,AVGO,MTCH,CMCSA,AMD,TROW,ADBE,BIIB,ABMD,POOL
10,-2.051450106242795,1.4393563992175047,-1.4260888459305163,0.0012,-0.003518566481356532,1.0,-0.21170970474481993,-1.0,-0.2785895090003368,0.14051450001988955,0.6179575536408403,0.23992102327876746,-0.6000622703024444,1.0954869735894603
11,2.5945982839063566,0.6535271622259702,3.9684628792974364,0.0011,-0.42235520669040705,0.999999999999999,0.7543432020312052,-1.0,-1.0,-0.31692635753584114,0.7981889663760945,-0.016321307359239572,0.13346889042397705,1.069601812754212
12,-0.2031811689965261,0.38147330765127413,-0.5355058005349901,0.0011,0.6442814635812795,0.9999999999999999,0.4015969846372134,-0.9999999999999999,0.027563118902932237,0.7692297225662684,0.001159024045422852,-0.16032098001874726,-0.7036789084206493,0.020169574706280557
13,-0.37794787349855874,0.6114461602778143,-0.6197567310364358,0.001,-0.6969999613220179,1.0,-0.08193526840099874,0.4387575668912672,0.6140290986107865,-0.5433174447992394,-0.02764763261505565,-0.24689228735476007,-0.4308845855791182,0.9748905145691364
14,0.24097353851958486,0.8729974893475714,0.2751136646441869,0.0008,-0.19094590839247821,1.0,0.4920255729262595,-1.0,-0.14800951157651607,-0.9999999999999999,1.0,0.8802212918721639,-0.38581865777595165,0.3525272129465227
15,1.6690989181255524,0.5855232446893077,2.8494153447500516,0.0007000000000000001,0.6203534457882759,1.0,0.4914079487412862,-0.30269645290783925,-0.7119177231996976,0.6774533320212061,-0.7354342819210907,0.16762977654394856,-0.9999999999999999,0.793203954933911
16,-0.6059911572433766,0.39834459646151943,-1.5225288923982288,0.0005,0.49177011191736797,1.0,-0.5006366780772178,-0.9999999999999971,-1.0,0.5548420618818929,0.6311892718680904,0.037887380491154185,0.7849478519187211,-1.176836406102666e-14
17,3.8217536111259407,1.4999781073693437,2.5476062566191833,0.0004,-0.08752713486071907,0.1924905659354685,0.39043868379429764,-0.35730692031342964,-0.9999999999999998,0.051550801281005275,1.0,0.9999999999999996,-0.6047241294700797,0.41507813363345714
18,-0.8080645777222736,0.49523692506116185,-1.6330861791502946,0.0007000000000000001,0.40274611781293335,1.0,-0.4535629242441585,-0.9701537297368236,-0.9999999999999996,-0.06862588857923489,0.13056596547139324,0.2723889851149283,0.5853985363086952,1.1012429378522666
19,0.5288053528156896,0.50467073215737,1.046435466067432,0.0007000000000000001,-0.28227394152445473,1.0,0.29143880146076606,-1.0,-0.9839943595207477,0.9405418125428727,1.0,-0.010825299302489858,-0.5212378936296468,0.5663508799737004
